,STATE,DISTRICT,CASES,cluster
85,ASSAM,G. R. P.,319,Very low crime area
86,ASSAM,G.R.P.,3906,Very low crime area
87,ASSAM,GOALPARA,22287,Low crime area
88,ASSAM,GOLAGHAT,24473,Low crime area
89,ASSAM,GUWAHATI CITY,101308,Very high crime area
90,ASSAM,HAILAKANDI,15792,Very low crime area
91,ASSAM,HAMREN,398,Very low crime area
92,ASSAM,JORHAT,25093,Low crime area
93,ASSAM,KAMRUP,32948,Low crime area
94,ASSAM,KARBI ANGLONG,9751,Very low crime area
95,ASSAM,KARIMGANJ,20203,Low crime area
96,ASSAM,KOKRAJHAR,19862,Very low crime area
